song_id,song_name,popularity,duration,track_number,song_url
5XSMeKHqpTh6J0CKmpwXR6,Jadi Yang Kuinginkan,64,3.1331333333333333,8,https://open.spotify.com/track/5XSMeKHqpTh6J0CKmpwXR6
4ZWFs9951mmbXwEwu2MWEY,Bersamamu,60,4.20435,3,https://open.spotify.com/track/4ZWFs9951mmbXwEwu2MWEY
7AimCeId840zuaWl8RBAzT,Dengarkan Curhatku,53,2.5170333333333335,1,https://open.spotify.com/track/7AimCeId840zuaWl8RBAzT
35vw3FECIiK3sUQ5XfgsNp,Takut,52,3.3545,1,https://open.spotify.com/track/35vw3FECIiK3sUQ5XfgsNp
1L3W6mjrIBvyvVkCM8RN40,Semua Tentangmu,50,3.7910333333333335,6,https://open.spotify.com/track/1L3W6mjrIBvyvVkCM8RN40
3xpMytpniCnjXCgy7TcFDw,Bawalah Cintaku,71,3.8891833333333334,5,https://open.spotify.com/track/3xpMytpniCnjXCgy7TcFDw
4RO9HkL5gStGYDofw0QWDX,Jodoh Pasti Bertemu,68,4.0872,2,https://open.spotify.com/track/4RO9HkL5gStGYDofw0QWDX
24Dk7XFLnMXYuv1U9Qjv3U,Ku Dengannya Kau Dengan Dia,69,4.482433333333334,11,https://open.spotify.com/track/24Dk7XFLnMXYuv1U9Qjv3U
7pnySx65jx0qm8ZmV6R56m,Bukan Cinta Biasa,69,4.191333333333334,3,https://open.spotify.com/track/7pnySx65jx0qm8ZmV6R56m
2JNkwar9orTpjlBoDgTXbJ,Percayalah,65,4.402216666666667,10,https://open.spotify.com/track/2JNkwar9orTpjlBoDgTXbJ
2n5MdJ8bdz4QYOTdeZaBd5,Panah Asmara,65,4.57565,11,https://open.spotify.com/track/2n5MdJ8bdz4QYOTdeZaBd5
2BIqdq5nGdZRB6qCS4YHDD,Untukmu Aku Bertahan,64,4.141183333333333,10,https://open.spotify.com/track/2BIqdq5nGdZRB6qCS4YHDD
6RxfiwKHEUCWSR7vRE4b5g,Kamu Yang Kutunggu,62,4.23355,3,https://open.spotify.com/track/6RxfiwKHEUCWSR7vRE4b5g
4z8CduM0gnyJxgLNrEvxEh,Wajahmu Mengalihkan Duniaku,63,3.1584333333333334,4,https://open.spotify.com/track/4z8CduM0gnyJxgLNrEvxEh
3YNMHA6FqeqWzZyw0JVyIi,Terima Kasih Cinta,60,4.1909,2,https://open.spotify.com/track/3YNMHA6FqeqWzZyw0JVyIi
0qjuyXWrksQxIRntqz9ZJV,Tanpa Cinta,75,4.2731,3,https://open.spotify.com/track/0qjuyXWrksQxIRntqz9ZJV
7er7WofjVw4QwPAyxH39jH,Menjaga Hati,71,3.9566666666666666,2,https://open.spotify.com/track/7er7WofjVw4QwPAyxH39jH
6LF44wAs3h0K67RitTAfr5,Sampai Akhir Waktu,70,3.58955,2,https://open.spotify.com/track/6LF44wAs3h0K67RitTAfr5
